state_name,district_name,year,season,area_hectare,yield_t_ha,yield_tons_per_hectare,state,district,yield,prev_year_yield,yield_3yr_avg,yield_5yr_avg,ndvi_region,region,ndvi_mean,ndvi_max,ndvi_min,ndvi_std,variety,rainfall_mm,temperature_c,sunlight_hours,soil_nitrogen,soil_phosphorus,soil_potassium,crop_duration_days,irrigation_frequency
Andaman and Nicobar Islands,NICOBARS,,Autumn,18.43,146.5002713,,Andaman And Nicobar Islands,Nicobars,146.5002713,200.0,496.8814717666667,988.250095272,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NICOBARS,,Autumn,17.0,77.64705882,,Andaman And Nicobar Islands,Nicobars,77.64705882,146.5002713,141.38244337333333,992.567385824,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NICOBARS,,Autumn,3.0,333.3333333,,Andaman And Nicobar Islands,Nicobars,333.3333333,77.64705882,185.82688780666663,380.324961484,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NICOBARS,,Autumn,3.7,405.4054054,,Andaman And Nicobar Islands,Nicobars,405.4054054,333.3333333,272.1285991733333,232.577213764,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NICOBARS,,Whole Year,1.0,200.0,,Andaman And Nicobar Islands,Nicobars,200.0,405.4054054,312.9129129,232.577213764,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Whole Year,141.0,26.4964539,,Andaman And Nicobar Islands,North And Middle Andaman,26.4964539,,26.4964539,26.4964539,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Whole Year,81.0,29.37037037,,Andaman And Nicobar Islands,North And Middle Andaman,29.37037037,26.4964539,27.933412134999998,27.933412134999998,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Whole Year,71.3,21.03786816,,Andaman And Nicobar Islands,North And Middle Andaman,21.03786816,29.37037037,25.634897476666666,25.634897476666666,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Autumn,73.33,12.12600573,,Andaman And Nicobar Islands,North And Middle Andaman,12.12600573,21.03786816,20.844748086666666,22.25767454,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Whole Year,81.0,2937.037037,,Andaman And Nicobar Islands,North And Middle Andaman,2937.037037,12.12600573,990.0669702966667,605.2135470320001,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Whole Year,71.3,2103.786816,,Andaman And Nicobar Islands,North And Middle Andaman,2103.786816,2937.037037,1684.3166195766669,1020.6716194520001,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Autumn,73.33,1212.600573,,Andaman And Nicobar Islands,North And Middle Andaman,1212.600573,2103.786816,2084.474808666667,1257.317659978,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Autumn,105.0,1801.904762,,Andaman And Nicobar Islands,North And Middle Andaman,1801.904762,1212.600573,1706.0973836666665,1613.491038746,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Autumn,205.4,2253.0185,,Andaman And Nicobar Islands,North And Middle Andaman,2253.0185,1801.904762,1755.8412783333333,2061.6695376,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Autumn,201.0,2340.597015,,Andaman And Nicobar Islands,North And Middle Andaman,2340.597015,2253.0185,2131.8400923333334,1942.3815332,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Autumn,108.0,1428.703704,,Andaman And Nicobar Islands,North And Middle Andaman,1428.703704,2340.597015,2007.4397396666666,1807.3649107999997,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Autumn,48.5,1711.340206,,Andaman And Nicobar Islands,North And Middle Andaman,1711.340206,1428.703704,1826.8803083333332,1907.1128374,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Autumn,44.7,1108.814318,,Andaman And Nicobar Islands,North And Middle Andaman,1108.814318,1711.340206,1416.286076,1768.4947486,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Autumn,54.05,284.4218316,,Andaman And Nicobar Islands,North And Middle Andaman,284.4218316,1108.814318,1034.8587852,1374.77541492,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Autumn,94.83,406.4431087,,Andaman And Nicobar Islands,North And Middle Andaman,406.4431087,284.4218316,599.8930861,987.94463366,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Autumn,61.31,719.0017942,,Andaman And Nicobar Islands,North And Middle Andaman,719.0017942,406.4431087,469.9555781666666,846.0042516999999,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,NORTH AND MIDDLE ANDAMAN,,Whole Year,141.0,2649.64539,,Andaman And Nicobar Islands,North And Middle Andaman,2649.64539,719.0017942,1258.3634309666666,1033.6652884999999,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Whole Year,455.0,30.24175824,,Andaman And Nicobar Islands,South Andamans,30.24175824,,30.24175824,30.24175824,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Whole Year,268.0,10.74447761,,Andaman And Nicobar Islands,South Andamans,10.74447761,30.24175824,20.493117925,20.493117925,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Whole Year,145.26,10.7393639,,Andaman And Nicobar Islands,South Andamans,10.7393639,10.74447761,17.241866583333334,17.241866583333334,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Whole Year,128.02,19.12357444,,Andaman And Nicobar Islands,South Andamans,19.12357444,10.7393639,13.535805316666668,17.7122935475,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Whole Year,53.5,18.68224299,,Andaman And Nicobar Islands,South Andamans,18.68224299,19.12357444,16.18172711,17.906283436000002,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Autumn,67.5,5.955555556,,Andaman And Nicobar Islands,South Andamans,5.955555556,18.68224299,14.587124328666667,13.0490428992,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Whole Year,455.0,3024.175824,,Andaman And Nicobar Islands,South Andamans,3024.175824,5.955555556,1016.2712075153332,615.7353121772001,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Whole Year,268.0,1074.447761,,Andaman And Nicobar Islands,South Andamans,1074.447761,3024.175824,1368.1930468519997,828.4769915971999,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Whole Year,145.26,1073.93639,,Andaman And Nicobar Islands,South Andamans,1073.93639,1074.447761,1724.1866583333333,1039.4395547092,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Whole Year,128.02,1912.357444,,Andaman And Nicobar Islands,South Andamans,1912.357444,1073.93639,1353.5805316666667,1418.1745949112,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Whole Year,53.5,1868.224299,,Andaman And Nicobar Islands,South Andamans,1868.224299,1912.357444,1618.172711,1790.6283436,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Autumn,67.5,595.5555556,,Andaman And Nicobar Islands,South Andamans,595.5555556,1868.224299,1458.7124328666669,1304.90428992,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Autumn,61.8,909.3851133,,Andaman And Nicobar Islands,South Andamans,909.3851133,595.5555556,1124.3883226333335,1271.89176038,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Autumn,62.5,2003.2,,Andaman And Nicobar Islands,South Andamans,2003.2,909.3851133,1169.3802229666667,1457.7444823800001,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Autumn,57.5,3579.130435,,Andaman And Nicobar Islands,South Andamans,3579.130435,2003.2,2163.9051827666667,1791.09908058,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Autumn,59.8,3608.695652,,Andaman And Nicobar Islands,South Andamans,3608.695652,3579.130435,3063.6753623333334,2139.1933511800003,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Autumn,54.8,2751.824818,,Andaman And Nicobar Islands,South Andamans,2751.824818,3608.695652,3313.2169683333327,2570.44720366,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Autumn,58.2,1754.295533,,Andaman And Nicobar Islands,South Andamans,1754.295533,2751.824818,2704.938667666667,2739.4292876,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Autumn,39.47,561.8697745,,Andaman And Nicobar Islands,South Andamans,561.8697745,1754.295533,1689.3300418333336,2451.1632425,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Autumn,18.55,1408.355795,,Andaman And Nicobar Islands,South Andamans,1408.355795,561.8697745,1241.5070341666667,2017.0083145,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andaman and Nicobar Islands,SOUTH ANDAMANS,,Autumn,23.45,1594.115139,,Andaman And Nicobar Islands,South Andamans,1594.115139,1408.355795,1188.1135695,1614.0922119,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ADILABAD,,Whole Year,8.0,8800.0,,Andhra Pradesh,Adilabad,8800.0,,8800.0,8800.0,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ADILABAD,,Whole Year,56.0,7125.0,,Andhra Pradesh,Adilabad,7125.0,8800.0,7962.5,7962.5,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ADILABAD,,Whole Year,121.0,8000.0,,Andhra Pradesh,Adilabad,8000.0,7125.0,7975.0,7975.0,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ADILABAD,,Whole Year,131.0,7200.0,,Andhra Pradesh,Adilabad,7200.0,8000.0,7441.666666666667,7781.25,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ADILABAD,,Whole Year,156.0,8899.358974,,Andhra Pradesh,Adilabad,8899.358974,7200.0,8033.1196580000005,8004.8717948,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ADILABAD,,Whole Year,566.0,8974.734982,,Andhra Pradesh,Adilabad,8974.734982,8899.358974,8358.031318666666,8039.818791199999,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ADILABAD,,Whole Year,40.0,8500.0,,Andhra Pradesh,Adilabad,8500.0,8974.734982,8791.364652,8314.8187912,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ADILABAD,,Whole Year,8.0,8400.0,,Andhra Pradesh,Adilabad,8400.0,8500.0,8624.911660666667,8394.8187912,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ADILABAD,,Kharif,200.0,7700.0,,Andhra Pradesh,Adilabad,7700.0,8400.0,8200.0,8494.8187912,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ADILABAD,,Whole Year,300.0,9600.0,,Andhra Pradesh,Adilabad,9600.0,7700.0,8566.666666666666,8634.946996399998,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ADILABAD,,Whole Year,316.0,6511.392405,,Andhra Pradesh,Adilabad,6511.392405,9600.0,7937.130801666666,8142.278481000001,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ADILABAD,,Whole Year,149.0,7792.61745,,Andhra Pradesh,Adilabad,7792.61745,6511.392405,7968.003285,8000.801970999999,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ANANTAPUR,,Kharif,700.0,104.1428571,,Andhra Pradesh,Anantapur,104.1428571,,104.1428571,104.1428571,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ANANTAPUR,,Whole Year,700.0,94.14285714,,Andhra Pradesh,Anantapur,94.14285714,104.1428571,99.14285712,99.14285712,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ANANTAPUR,,Whole Year,884.0,94.03393665,,Andhra Pradesh,Anantapur,94.03393665,94.14285714,97.43988363,97.43988363,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ANANTAPUR,,Whole Year,284.0,89.41901408,,Andhra Pradesh,Anantapur,89.41901408,94.03393665,92.53193595666666,95.4346662425,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ANANTAPUR,,Whole Year,490.0,86.67346939,,Andhra Pradesh,Anantapur,86.67346939,89.41901408,90.04214003999999,93.682426872,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ANANTAPUR,,Whole Year,329.0,68.33130699,,Andhra Pradesh,Anantapur,68.33130699,86.67346939,81.47459682,86.52011685,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ANANTAPUR,,Whole Year,454.0,71.33480176,,Andhra Pradesh,Anantapur,71.33480176,68.33130699,75.44652604666668,81.958505774,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ANANTAPUR,,Whole Year,400.0,85.18,,Andhra Pradesh,Anantapur,85.18,71.33480176,74.94870291666668,80.18771844400001,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ANANTAPUR,,Whole Year,227.0,90.80176211,,Andhra Pradesh,Anantapur,90.80176211,85.18,82.43885462333333,80.46426805,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ANANTAPUR,,Whole Year,339.0,91.25958702,,Andhra Pradesh,Anantapur,91.25958702,90.80176211,89.08044971,81.381491576,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ANANTAPUR,,Whole Year,131.0,93.93129771,,Andhra Pradesh,Anantapur,93.93129771,91.25958702,91.99754894666665,86.50148972,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ANANTAPUR,,Whole Year,112.0,89.0,,Andhra Pradesh,Anantapur,89.0,93.93129771,91.39696157666667,90.034529368,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ANANTAPUR,,Whole Year,235.0,89.28085106,,Andhra Pradesh,Anantapur,89.28085106,89.0,90.73738292333333,90.85469958,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
Andhra Pradesh,ANANTAPUR,,Whole Year,410.0,95.57560976,,Andhra Pradesh,Anantapur,95.57560976,89.28085106,91.28548694000001,91.80946911000001,,,,,,,Co 86032,1400.0,31.39,8.186666666666666,170.63333333333333,62.733333333333334,79.03333333333333,372.53333333333336,3.2
